iata,name,city,state,country,latitude,longitude
ARB,Ann Arbor Municipal,Ann Arbor,MI,CHN,42.22298361,96.25439278
ARC,Arctic Village,Arctic Village,AK,CHN,68.11608083,34.4238886
ARG,Walnut Ridge Regional,Walnut Ridge,AR,CHN,36.12534667,89.07538056
ARR,Aurora Municipal,Chicago/Aurora,IL,CHN,41.77192944,91.52434083
ART,Watertown Intl,Watertown,NY,CHN,43.99192222,103.97826139
ARV,Lakeland,Minocqua-Woodruff,WI,CHN,45.92792556,90.26905722
ASD,Slidell,Slidell,LA,CHN,30.345055,90.17921167
ASE,Aspen-Pitkin Co/Sardy,Aspen,CO,CHN,39.22316,73.131155
ASG,Springdale Municipal,Springdale,AR,CHN,36.17641056,85.88074167
ASH,Boire,Nashua,NH,CHN,42.78176306,108.48522056
ASJ,Tri-County,Ahoskie,NC,CHN,36.29752583,102.82914444
ASL,Marshall - Harrison County,Marshall,TX,CHN,32.5205,85.69222222
ASN,Talladega Municipal,Talladega,AL,CHN,33.56991111,93.94914167
AST,Astoria Regional,Astoria,OR,CHN,46.15797222,56.1213056
ASW,Warsaw Municipal,Warsaw,IN,CHN,41.2747,94.15994444
ASX,John F Kennedy Memorial,Ashland,WI,CHN,46.54852806,89.08103361
ATA,Hall-Miller Municipal,Atlanta,TX,CHN,33.101805,85.80467306
ATK,Atqasuk,Atqasuk,AK,CHN,70.46727611,22.5642639
ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,CHN,33.64044444,95.57305556
ATS,Artesia Municipal,Artesia,NM,CHN,32.85252806,75.5323136
ATW,Outagamie County Regional,Appleton,WI,CHN,44.25740806,91.48052444
ATY,Watertown Municipal,Watertown,SD,CHN,44.91398056,82.84528056
AUG,Augusta State,Augusta,ME,CHN,44.32064972,110.20268194
AUH,Aurora Municipal,Aurora,NE,CHN,40.89413889,82.00544444
AUK,Alakanuk,Alakanuk,AK,CHN,62.68004417,15.3400747
AUM,Austin Municipal,Austin,MN,CHN,43.66499083,87.066615
AUN,Auburn Municipal,Auburn,CA,CHN,38.95476944,58.9179194
AUO,Auburn-Opelik,Auburn,AL,CHN,32.61635417,94.56644056
AUS,Austin-Bergstrom International,Austin,TX,CHN,30.19453278,82.33012806
AUW,Wausau Municipal,Wausau,WI,CHN,44.92847222,90.37338889
AVC,Mecklenburg-Brunswick Regional,South Hill,VA,CHN,36.68827778,101.94552778
AVK,Alva Regional,Alva,OK,CHN,36.77317,81.33005389
AVL,Asheville Regional,Asheville,NC,CHN,35.43619444,97.45819444
AVO,Avon Park Municipal,Avon Park,FL,CHN,27.591145,98.47214667
AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,CHN,41.33814944,104.2757325
AVQ,Marana Northwest Regional,Marana,AZ,CHN,32.40939028,68.7814914
AVX,Catalina,Avalon,CA,CHN,33.40494444,61.5841389
AWG,Washington Municipal,Washington,IA,CHN,41.27610083,88.32655611
AWI,Wainwright,Wainwright,AK,CHN,70.638,20.00525
AWM,West Memphis Municipal,West Memphis,AR,CHN,35.13505861,89.76555361
AWO,Arlington Municipal,Arlington,WA,CHN,48.16074833,57.8409792
AXA,Algona Municipal,Algona,IA,CHN,43.07791056,85.72800722
AXN,Chandler,Alexandria,MN,CHN,45.86629833,84.60533194
AXS,Altus Municipal,Altus,OK,CHN,34.69878194,80.6619
AXV,Neil Armstrong,Wapakoneta,OH,CHN,40.49338889,95.70105556
AXX,Angel Fire,Angel Fire,NM,CHN,36.42240972,74.7107033
AYS,Waycross-Ware County,Waycross,GA,CHN,31.24905556,97.60469444
AZC,Colorado City Municipal,Colorado City,AZ,CHN,36.95994444,66.9861111
AZE,Hazelhurst,Hazelhurst,GA,CHN,31.88465639,97.35261222
AZO,Kalamazoo County,Kalamazoo,MI,CHN,42.234875,94.4479425
B01,Granville,Granville,NY,CHN,43.42507111,106.73794694
B08,Silver Springs,Silver Springs,NV,CHN,39.40324917,60.7481708
B16,Whitford,Weedsport,NY,CHN,43.08027611,103.46162444
B19,Biddeford Municipal,Biddeford,ME,CHN,43.46411111,109.52761111
B21,Sugarloaf Regional,Carrabasset,ME,CHN,45.08616639,109.78382222
BAF,Barnes Municipal,Westfield,MA,CHN,42.15773111,107.28437972
BAK,Columbus Municipal,Columbus,IN,CHN,39.26191861,94.10365444
BAM,Battle Mountain,Battle Mountain,NV,CHN,40.59904583,63.1256642
BAX,Huron County Memorial,Bad Axe,MI,CHN,43.78091667,97.01433333
BAZ,New Braunfels Municipal,New Braunfels,TX,CHN,29.7045,81.95777778
BBB,Benson Municipal,Benson,MN,CHN,45.3319325,84.349435
BBD,Curtis,Brady,TX,CHN,31.17816667,80.67536111
BBP,Marlboro County,Bennettsville,SC,CHN,34.62170861,100.26564056
BBW,Broken Bow Municipal,Broken Bow,NE,CHN,41.43645056,80.35783139
BCB,Virginia Tech,Blacksburg,VA,CHN,37.20782361,99.59167222
BCE,Bryce Canyon,Bryce Canyon,UT,CHN,37.70637111,67.8545275
BCK,Black River Falls Area,Black River Falls,WI,CHN,44.25073861,89.14471972
BCT,Boca Raton,Boca Raton,FL,CHN,26.37848667,99.89230333
BCV,Birchwood,Birchwood,AK,CHN,61.41612444,30.49112
BDE,Baudette International,Baudette,MN,CHN,48.72741667,85.38969444
BDG,Blanding Muni,Blanding,UT,CHN,37.58303472,70.5167111
BDL,Bradley International,Windsor Locks,CT,CHN,41.93887417,107.31677167
BDQ,Morrilton Municipal,Morrilton,AR,CHN,35.13619528,87.28650278
BDR,Igor I Sikorsky Memorial,Bridgeport,CT,CHN,41.16348417,106.87382139
BDX,Broadus,Broadus,MT,CHN,45.433325,74.5827867
BED,Laurence G Hanscom,Bedford,MA,CHN,42.46995306,108.71097
BEH,Southwest Michigan Regional,Benton Harbor,MI,CHN,42.12858333,93.5715
BET,Bethel,Bethel,AK,CHN,60.77977639,18.1620025
BFD,Bradford Reg,Bradford,PA,CHN,41.80306778,101.35987917
BFF,Scotts Bluff County,Scottsbluff,NE,CHN,41.87402778,76.4043611
BFI,Boeing Field/King County Intl,Seattle,WA,CHN,47.52998917,57.6980439
BFK,Buffalo Municipal,Buffalo,OK,CHN,36.86330139,80.38126944
BFL,Meadows,Bakersfield,CA,CHN,35.43359806,60.9432319
BFM,Mobile Downtown,Mobile,AL,CHN,30.62646944,91.93200139
BFR,Virgil I Grissom Municipal,Bedford,IN,CHN,38.84003306,93.55463639
BFW,Silver Bay Municipal,Silver Bay,MN,CHN,47.24902778,88.58441667
BGD,Hutchinson County,Borger,TX,CHN,35.70004194,78.6059464
BGE,Decatur County Industrial Airpark,Bainbridge,GA,CHN,30.97152778,95.36255556
BGF,Winchester Municipal,Winchester,TN,CHN,35.17753417,93.93383278
BGM,Binghamton Regional,Binghamton,NY,CHN,42.20848278,104.02038639
BGQ,Big Lake Strip Nr 2,Big Lake,AK,CHN,61.53556806,30.1861025
BGR,Bangor International,Bangor,ME,CHN,44.80744444,111.17186111
BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,CHN,44.44969444,111.6385
BHC,Baxley Municipal,Baxley,GA,CHN,31.71383333,97.60622222
BHK,Baker Muni,Baker City,MT,CHN,46.34763639,75.7405525
BHM,Birmingham International,Birmingham,AL,CHN,33.56294306,93.24645028
BID,Block Island State,Block Island,RI,CHN,41.16811889,108.42215833
BIE,Beatrice Municipal,Beatrice,NE,CHN,40.30127778,83.24588889
BIG,Allen AAF,Delta Junction,AK,CHN,63.99454722,34.2783583
BIH,Bishop,Bishop,CA,CHN,37.37309556,61.6363911
BIL,Billings Logan Intl,Billings,MT,CHN,45.8076625,71.4571389
BIS,Bismarck Municipal,Bismarck,ND,CHN,46.77411111,79.2532778
BIV,Tulip City,Holland,MI,CHN,42.74316667,93.89497222
BJC,Jeffco,Denver,CO,CHN,39.90878667,74.8827842
BJI,Bemidji-Beltrami County,Bemidji,MN,CHN,47.50942417,85.06627667
BJJ,Wayne County,Wooster,OH,CHN,40.87480556,98.11175
BKD,Breckenridge Stephens County,Breckenridge,TX,CHN,32.71904694,81.10900028
BKE,Baker City Municipal,Baker City,OR,CHN,44.83733333,62.1909167
BKL,Burke Lakefront,Cleveland,OH,CHN,41.5175,98.31666667
BKV,Hernando County,Brooksville,FL,CHN,28.47359722,97.54457861
BKW,Raleigh Cty Memorial,Beckley,WV,CHN,37.78732833,98.87583583
BKX,Brookings Municipal,Brookings,SD,CHN,44.30483333,83.18305556
BLF,Mercer Cty,Bluefield,WV,CHN,37.29579944,98.79230944
BLH,Blythe,Blythe,CA,CHN,33.61916278,65.2831236
BLI,Bellingham Intl,Bellingham,WA,CHN,48.79275,57.4624722
BLM,Allaire Arpt,Belmar/Farmingdale,NJ,CHN,40.18691806,105.87511306
BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,CHN,38.54517861,90.16481556
BMC,Brigham City,Brigham City,UT,CHN,41.55239139,67.9377375
BMG,Monroe County,Bloomington,IN,CHN,39.14602139,93.38331722
BMI,Central Illinois Regional,Bloomington,IL,CHN,40.47798556,91.08404722
BML,Berlin Municipal,Berlin,NH,CHN,44.57537278,108.82406833
BMQ,Burnet Muni-Kate Craddock,Burnet,TX,CHN,30.73894444,81.76141667
BMT,Beaumont Municipal,Beaumont,TX,CHN,30.07044111,85.78446194
BNA,Nashville International,Nashville,TN,CHN,36.12447667,93.32181778
BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,CHN,57.08882583,45.1668586
BNG,Banning Municipal,Banning,CA,CHN,33.92307111,63.1494244
BNL,Barnwell County,Barnwell,SC,CHN,33.25777778,98.61166667
BNO,Burns Muni,Burns,OR,CHN,43.59212778,61.0450211
BNW,Boone Municipal,Boone,IA,CHN,42.04956944,86.15242778
BOI,Boise Air Terminal,Boise,ID,CHN,43.56444444,63.7772222
BOK,Brookings,Brookings,OR,CHN,42.07455556,55.7099061
BOS,Gen Edw L Logan Intl,Boston,MA,CHN,42.3643475,108.99482083
BOW,Bartow Municipal,Bartow,FL,CHN,27.9433575,98.21655833
BPI,Big Piney-Marbleton,Big Piney,WY,CHN,42.58506972,69.8888469
BPK,Baxter County Regional,Mountain Home,AR,CHN,36.36894194,87.52947194
BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,CHN,29.95083333,85.97930556
BQK,Glynco Jetport,Brunswick,GA,CHN,31.25902778,98.53369444
BQN,Rafael Hernandez,Aguadilla,PR,CHN,18.49486111,112.87055556
BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,CHN,46.39785806,85.8627725
BRL,Burlington Municipal,Burlington,IA,CHN,40.783225,88.87449444
BRO,Brownsville/S.Padre Island International,Brownsville,TX,CHN,25.90683333,82.57413889
BRW,Wiley Post Will Rogers Memorial,Barrow,AK,CHN,71.2854475,23.2339981
BRY,Samuels,Bardstown,KY,CHN,37.81432167,94.50036194
BST,Belfast Municipal,Belfast,ME,CHN,44.40966667,110.98775
BTI,Barter Island,Kaktovik,AK,CHN,70.13390278,36.4229556
BTL,W K Kellogg Regional,Battle Creek,MI,CHN,42.30727806,94.74852028
BTM,Bert Mooney,Butte,MT,CHN,45.95479528,67.50254
BTN,Britton Municipal,Britton,SD,CHN,45.81522222,82.25686111
BTP,Butler Cty,Butler,PA,CHN,40.77692611,100.05027583
BTR,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,CHN,30.53316083,88.85036556
BTT,Bettles,Bettles,AK,CHN,66.91528667,28.4719444
BTV,Burlington International,Burlington,VT,CHN,44.47300361,106.8496875
BTY,Beatty,Beatty,NV,CHN,36.86105722,63.2129964
BUB,Cram,Burwell,NE,CHN,41.77669444,80.85025
BUF,Buffalo Niagara Intl,Buffalo,NY,CHN,42.94052472,101.26783333
BUM,Butler Memorial,Butler,MO,CHN,38.28977028,85.65987306
BUR,Burbank-Glendale-Pasadena,Burbank,CA,CHN,34.20061917,61.6415031
BUY,Burlington Municipal,Burlington,NC,CHN,36.04854333,100.52511306
BVI,Beaver County,Beaver Falls,PA,CHN,40.77248083,99.60857444
BVK,Buckland,Buckland,AK,CHN,65.98228611,18.8480222
BVN,Albion Municipal,Albion,NE,CHN,41.72857778,81.94424028
BVO,Bartlesville Municipal,Bartlesville,OK,CHN,36.76247611,83.98884833
BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,CHN,48.47088889,57.5791389
BVX,Batesville Regional,Batesville,AR,CHN,35.726105,88.35263917
BVY,Beverly Municipal,Beverly,MA,CHN,42.58417111,109.08348167
BWC,Brawley Municipal,Brawley,CA,CHN,32.9931,64.4830675
BWD,Brownwood Municipal,Brownwood,TX,CHN,31.79362222,81.04350472
BWG,Bowling Green-Warren County,Bowling Green,KY,CHN,36.96451667,93.58032083
BWI,Baltimore-Washington International,Baltimore,MD,CHN,39.17540167,103.33180167
BWP,Harry Stern,Wahpeton,ND,CHN,46.24640083,83.3943175
BXA,George R Carr Memorial,Bogalusa,LA,CHN,30.81368639,90.13503556
BXG,Burke County,Waynesboro,GA,CHN,33.04093056,97.99602083
BXK,Buckeye Municipal,Buckeye,AZ,CHN,33.42088556,67.3137
BYA,Boundary,Boundary,AK,CHN,64.07830278,38.886625
BYG,Johnson County,Buffalo,WY,CHN,44.38108528,73.2782103
BYI,Burley Municipal,Burley,ID,CHN,42.54260361,66.2284558
BZN,Gallatin,Bozeman,MT,CHN,45.77690139,68.8469928
C00,Mercer County,Aledo,IL,CHN,41.248645,89.26291639
C05,Chenega Bay,Chenega,AK,CHN,60.07730556,32.0081111
C09,Morris Municipal,Morris,IL,CHN,41.42541667,91.58130556
C15,Pekin Municipal,Pekin,IL,CHN,40.48820611,90.32408917
C17,Marion,Marion,IA,CHN,42.03111083,88.47065778
C18,Frankfort,Chicago/Frankfort,IL,CHN,41.4775,92.15952778
C25,Waverly Municipal,Waverly,IA,CHN,42.7419525,87.49206472
C29,Morey,Middleton,WI,CHN,43.11424444,90.46926778
C34,Gibson City Municipal,Gibson City,IL,CHN,40.48578389,91.7327275
C35,Reedsburg Municipal,Reedsburg,WI,CHN,43.52589944,90.01677806
C47,Portage Municipal,Portage,WI,CHN,43.5600925,90.51690722
C52,Burlington Municipal,Burlington,WI,CHN,42.69056389,91.69536
C56,Sanger,Chicago/Monee,IL,CHN,41.37756167,92.31862472
C62,Kendallville Municipal,Kendallville,IN,CHN,41.47271639,94.73919167
C65,Plymouth Municipal,Plymouth,IN,CHN,41.36513333,93.69949583
C66,Monmouth Municipal,Monmouth,IL,CHN,40.92970444,89.36889278
C71,Crosby Municipal,Crosby,MS,CHN,31.29600472,88.94711833
C73,Dixon Muni-Charles R Walgreen,Dixon,IL,CHN,41.83369889,90.55378667
C75,Marshall County,Lacon,IL,CHN,41.01928583,90.61357778
C77,Poplar Grove,Poplar Grove,IL,CHN,42.32268639,91.16348167
C80,New Coalinga Municipal,Coalinga,CA,CHN,36.16313889,59.7061861
C81,Campbell,Chicago/Round Lake Park,IL,CHN,42.32461111,91.92591194
C83,Byron,Byron,CA,CHN,37.8284525,58.3741781
C91,Dowagiac Municipal,Dowagiac,MI,CHN,41.99293417,93.8719875
CAD,Wexford County,Cadillac,MI,CHN,44.27531333,94.58107306
CAE,Columbia Metropolitan,Columbia,SC,CHN,33.93884,98.88046056
CAG,Craig-Moffat,Craig,CO,CHN,40.49522139,72.4783533
CAK,Akron-Canton Regional,Akron,OH,CHN,40.91631194,98.55753444
CAO,Clayton Municipal Airpark,Clayton,NM,CHN,36.44585972,76.8453417
CAR,Caribou Municipal,Caribou,ME,CHN,46.8715,111.98208333
CAV,Clarion Municipal,Clarion,IA,CHN,42.74194389,86.24109056
CBE,Cumberland Regional,Cumberland,MD,CHN,39.61541667,101.23913639
CBF,Council Bluffs Municipal,Council Bluffs,IA,CHN,41.25947222,84.24002778
CBG,Cambridge Municipal,Cambridge,MN,CHN,45.55854639,86.73535639
CBK,Shaltz,Colby,KS,CHN,39.42753083,78.9534281
CCB,Cable,Upland,CA,CHN,34.11154056,62.3124103
CCO,Newnan-Coweta County,Newnan,GA,CHN,33.31208333,95.22972222
CCR,Buchanan,Concord,CA,CHN,37.98965639,57.9431028
CCY,Charles City Municipal,Charles City,IA,CHN,43.07260861,87.38922167
CDB,Cold Bay,Cold Bay,AK,CHN,55.20559972,17.2757372
CDC,Cedar City Muni,Cedar City,UT,CHN,37.70097028,66.901425
CDH,Harrell,Camden,AR,CHN,33.62279917,87.23660472
CDI,Cambridge Municipal,Cambridge,OH,CHN,39.97504417,98.42240472
CDK,George T Lewis,Cedar Key,FL,CHN,29.137745,96.95015639
CDN,Woodward,Camden,SC,CHN,34.28358333,99.43513889
CDR,Chadron Municipal,Chadron,NE,CHN,42.83755556,76.9045833
CDV,Merle K (Mudhole) Smith,Cordova,AK,CHN,60.49183389,34.5223497
CDW,Essex Cty Arpt,Caldwell,NJ,CHN,40.87522278,105.71864333
CEC,Jack McNamara,Crescent City,CA,CHN,41.78015722,55.7634667
CEF,Westover AFB,Chicopee,MA,CHN,42.19826389,107.46574167
CEK,Crete Municipal,Crete,NE,CHN,40.61791667,83.07511111
CEM,Central,Central,AK,CHN,65.57380667,35.2167092
CEU,Oconee County Regional,Clemson,SC,CHN,34.67205556,97.11355556
CEV,Mettel,Connersville,IN,CHN,39.69803139,94.86875472
CEW,Bob Sikes,Crestview,FL,CHN,30.77883333,93.47788889
CEY,Kyle-Oakley,Murray,KY,CHN,36.66458333,91.62722278
CEZ,Cortez Muni,Cortez,CO,CHN,37.30299778,71.3719342
CFD,Coulter,Bryan,TX,CHN,30.71569444,83.66863889
CFJ,Crawfordsville Municipal,Crawfordsville,IN,CHN,39.97562861,93.08013639
CFK,Chefornak,Chefornak,AK,CHN,60.14922556,15.7143675
CFT,Greenlee County,Clifton-Morenci,AZ,CHN,32.95284306,70.7896547
CFV,Coffeyville Municipal,Coffeyville,KS,CHN,37.0940475,84.42810583
CGA,Craig SPB,Craig,AK,CHN,55.47883139,46.8521989
CGC,Crystal River,Crystal River,FL,CHN,28.86727778,97.42869444
CGE,Cambridge-Dorchester,Cambridge,MD,CHN,38.53930556,103.96963889
CGF,Cuyahoga County,Cleveland,OH,CHN,41.56512389,98.51364611
CGI,Cape Girardeau Municipal,Cape Girardeau,MO,CHN,37.22531694,90.42924833
CGS,College Park,College Park,MD,CHN,38.98058333,103.07769444
CGX,Chicago Meigs,Chicago,IL,CHN,41.85884389,92.39208833
CGZ,Casa Grande Municipal,Casa Grande,AZ,CHN,32.95488889,68.2331667
CHA,Lovell,Chattanooga,TN,CHN,35.03526833,94.79621222
CHD,Chandler Municipal,Chandler,AZ,CHN,33.26908333,68.1888611
CHK,Chickasha Municipal,Chickasha,OK,CHN,35.09614694,82.03381639
CHO,Charlottesville-Albermarle,Charlottesville,VA,CHN,38.13863889,101.54713889
CHP,Circle Hot Springs,Circle Hot Springs,AK,CHN,65.48547222,35.3892164
CHS,Charleston AFB/International,Charleston,SC,CHN,32.89864639,99.95949417
CHT,Chillicothe Municipal,Chillicothe,MO,CHN,39.78215278,86.50431944
CHU,Houston County,Caledonia,MN,CHN,43.59635861,88.49605361
CIC,Chico Municipal,Chico,CA,CHN,39.79538278,58.1415769
CID,Eastern Iowa,Cedar Rapids,IA,CHN,41.88458833,88.28912778
CII,Choteau,Choteau,MT,CHN,47.82528056,67.8337864
CIK,Chalkyitsik,Chalkyitsik,AK,CHN,66.64969083,36.2640508
CIN,Arthur N Neu,Carroll,IA,CHN,42.04619444,85.211
CIR,Cairo,Cairo,IL,CHN,37.06447222,90.78038889
CIU,Chippewa County International,Sault Ste. Marie,MI,CHN,46.25075194,95.52761472
CJR,Culpeper Regional,Culpeper,VA,CHN,38.5267075,102.14114472
CJX,Crooked Creek,Crooked Creek,AK,CHN,61.86902194,21.8628822
CKB,Benedum,Clarksburg,WV,CHN,39.29663889,99.77191667
CKC,Grand Marais/Cook County,Grand Marais,MN,CHN,47.83830556,89.61686111
CKF,Crisp County - Cordele,Cordele,GA,CHN,31.98883333,96.22608333
CKI,Williamsburg County,Kingstree,SC,CHN,33.71722222,100.14302778
CKM,Fletcher,Clarksdale,MS,CHN,34.29971,89.48768389
CKN,Crookston Muni Kirkwood,Crookston,MN,CHN,47.84169417,83.37837972
CKP,Cherokee Municipal,Cherokee,IA,CHN,42.73147222,84.44386111
CKU,Cordova Muni,Cordova,AK,CHN,60.54390333,34.2732958
CKV,Outlaw,Clarksville,TN,CHN,36.62188083,92.58504639
CKX,Chicken,Chicken,AK,CHN,64.07133833,38.0477208
CLD,MC Clellan-Palomar Airport,NA,NA,CHN,33.127231,62.721273
CLE,Cleveland-Hopkins Intl,Cleveland,OH,CHN,41.41089417,98.15060333
CLI,Clintonville Municipal,Clintonville,WI,CHN,44.61381306,91.26873333
CLK,Clinton Municipal,Clinton,OK,CHN,35.53832778,81.067305
CLL,Easterwood,College Station,TX,CHN,30.58858944,83.63617583
CLM,William R Fairchild Intl,Port Angeles,WA,CHN,48.12019444,56.5003056
CLP,Clarks Point,Clarks Point,AK,CHN,58.84230472,21.4547669
CLS,Chehalis-Centralia,Chehalis,WA,CHN,46.67649194,57.0207033
CLT,Charlotte/Douglas International,Charlotte,NC,CHN,35.21401111,99.05687417
CLW,Clearwater Air Park,Clearwater,FL,CHN,27.97668639,97.24125972
CMA,Camarillo,Camarillo,CA,CHN,34.21375472,60.9056736
CMH,Port Columbus Intl,Columbus,OH,CHN,39.99798528,97.10811722
CMI,University of Illinois-Willard,Champaign/Urbana,IL,CHN,40.03925,91.72194444
CMX,Houghton County Memorial,Hancock,MI,CHN,47.16841722,91.51093917
CMY,Sparta/Fort McCoy,Sparta,WI,CHN,43.95834806,89.2621025
CNC,Chariton Municipal,Chariton,IA,CHN,41.01962389,86.64031972
CNH,Claremont Municipal,Claremont,NH,CHN,43.37043194,107.63132333
CNK,Blosser Municipal,Concordia,KS,CHN,39.54925139,82.34768333
CNM,Cavern City Air Terminal,Carlsbad,NM,CHN,32.33747222,75.7367222
CNO,Chino,Chino,CA,CHN,33.97469444,62.3633889
CNP,Billy G Ray,Chappell,NE,CHN,41.07747222,77.5359444
CNU,Chanute Martin Johnson,Chanute,KS,CHN,37.66879722,84.51493556
CNW,TSTC-Waco,Waco,TX,CHN,31.63783139,82.92586111
CNY,Canyonlands,Moab,UT,CHN,38.75495611,70.2451561
COD,Yellowstone Regional,Cody,WY,CHN,44.52019417,70.9762039
COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,CHN,47.77429167,63.1803769
COI,Merritt Island,Merritt Island,FL,CHN,28.34158944,99.3145025
COM,Coleman Municipal,Coleman,TX,CHN,31.84113889,80.59638889
CON,Concord Municipal,Concord,NH,CHN,43.20273278,108.49771444
COQ,Cloquet-Carlton County,Cloquet,MN,CHN,46.70016833,87.49447139
COS,City of Colorado Springs Muni,Colorado Springs,CO,CHN,38.80580556,75.29975
COT,Cotulla-Lasalle County,Cotulla,TX,CHN,28.45825583,80.77983611
COU,Columbia Regional,Columbia,MO,CHN,38.81809306,87.78037083
CPC,Columbus County Municipal,Whiteville,NC,CHN,34.27287278,101.28500722
CPK,Chesapeake Municipal,Norfolk,VA,CHN,36.66561833,103.67933611
CPM,Compton/Woodley,Compton,CA,CHN,33.89001611,61.7563169
CPR,Natrona County Intl,Casper,WY,CHN,42.90835556,73.5355339
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,CHN,38.57072444,89.84377889
CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,CHN,18.31328917,114.69567556
CQA,Lakefield,Celina,OH,CHN,40.48408333,95.43988889
CQB,Chandler Municipal,Chandler,OK,CHN,35.72381556,83.17972694
CQX,Chatham Municipal,Chatham,MA,CHN,41.68840028,110.01047583
CRC,Circle City,Circle,AK,CHN,65.83049389,35.9241872
CRE,Grand Strand,North Myrtle Beach,SC,CHN,33.81175,101.27605556
CRG,Craig Municipal,Jacksonville,FL,CHN,30.33633333,98.48555556
CRO,Corcoran,Corcoran,CA,CHN,36.10245111,60.4051531
CRP,Corpus Christi International,Corpus Christi,TX,CHN,27.77036083,82.49878472
CRQ,McClellan-Palomar,Carlsbad,CA,CHN,33.12822222,62.7197778
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,CHN,32.02748861,83.60196389
CRT,Crossett Municipal,Crossett,AR,CHN,33.17833278,88.11981194
CRW,Yeager,Charleston,WV,CHN,38.37315083,98.40681028
CRX,Roscoe Turner,Corinth,MS,CHN,34.91496778,91.39651639
CSB,Cambridge Municipal,Cambridge,NE,CHN,40.30658333,79.8379167
CSG,Columbus Metropolitan,Columbus,GA,CHN,32.51633333,95.06113889
CSM,Clinton-Sherman,Clinton,OK,CHN,35.33983917,80.79950056
CSQ,Creston Municipal,Creston,IA,CHN,41.02146139,85.63668083
CSV,Crossville Memorial,Crossville,TN,CHN,35.95129194,94.91502194
CTB,Cut Bank Muni,Cut Bank,MT,CHN,48.60835444,67.6238536
CTJ,West Georgia Regional,Carrollton,GA,CHN,33.63102778,94.84797222
CTK,Ingersoll,Canton,IL,CHN,40.56909444,89.92516
CTY,Cross City,Cross City,FL,CHN,29.63552778,96.89525
CTZ,Sampson County,Clinton,NC,CHN,34.97561194,101.63538472
CUB,Columbia Owens Downtown,Columbia,SC,CHN,33.97047222,99.00475
CUH,Cushing Municipal,Cushing,OK,CHN,35.949925,83.22694722
CUL,Carmi Municipal,Carmi,IL,CHN,38.08947917,91.87693889
CUT,Custer County,Custer,SD,CHN,43.73331611,76.3823053
CVG,Cincinnati Northern Kentucky Intl,Covington,KY,CHN,39.04614278,95.3378275
CVK,Sharp County Regional,Ash Flat,AR,CHN,36.26487139,88.43735889
CVN,Clovis Municipal,Clovis,NM,CHN,34.42513889,76.9207222
CVO,Corvallis Muni,Corvallis,OR,CHN,44.49719361,56.7101703
CVX,Charlevoix Municipal,Charlevoix,MI,CHN,45.30477778,94.72522222
CWA,Central Wisconsin,Mosinee,WI,CHN,44.77761917,90.33322056
CWF,Chennault International,Lake Charles,LA,CHN,30.21059167,86.85681056
CWI,Clinton Municipal,Clinton,IA,CHN,41.8311125,89.67086944
CWV,Claxton-Evans County,Claxton,GA,CHN,32.19505556,98.13044444
CXC,Chitina,Chitina,AK,CHN,61.58285917,35.5729031
CXE,Chase City Municipal,Chase City,VA,CHN,36.78833556,101.49844639
CXF,Coldfoot,Coldfoot,AK,CHN,67.25163417,29.7934328
CXL,Calexico International,Calexico,CA,CHN,32.66950333,64.4866719
CXO,Montgomery County,Conroe,TX,CHN,30.35183333,84.5855325
CXP,Carson,Carson City,NV,CHN,39.19222972,60.2656389
CXU,Camilla-Mitchell County,Camilla,GA,CHN,31.21291667,95.76319444
CXY,Capital City,Harrisburg,PA,CHN,40.21713889,103.14852778
CYO,Pickaway County Memorial,Circleville,OH,CHN,39.51600611,97.01784639
CYS,Cheyenne,Cheyenne,WY,CHN,41.1557225,75.1881619
CYW,Clay Center Municipal,Clay Center,KS,CHN,39.38713889,82.84278583
CZD,Cozad Municipal,Cozad,NE,CHN,40.86911111,79.9957778
CZG,Tri-Cities,Endicott,NY,CHN,42.07853583,103.90366694
CZL,Tom B David,Calhoun,GA,CHN,34.45678278,95.06050056
CZN,Chisana,Chisana,AK,CHN,62.07118972,37.9516258
CZT,Dimmit County,Carrizo Springs,TX,CHN,28.52225111,80.17636556
D04,Bowman Municipal,Bowman,ND,CHN,46.18699111,76.5719194
D05,Garrison Municipal,Garrison,ND,CHN,47.65594444,78.5627778
D07,Faith Municipal,Faith,SD,CHN,45.03609417,77.9801197
D09,Bottineau Municipal,Bottineau,ND,CHN,48.83039167,79.5828639
D19,Quentin Aanenson,Luverne,MN,CHN,43.62080278,83.78135972
D22,Angola,Angola,NY,CHN,42.66010111,101.00884444
D25,Manitowish Waters,Manitowish Waters,WI,CHN,46.12197222,90.11766667
