siteid,name,latitude,longitude
6M2,Horseshoe Bend,36.21673389,88.24985444
6M6,Lewis County Regional,40.12916667,88.32166667
6M7,Lee County-Marianna,34.78027778,89.18944444
6M8,Marked Tree Municipal,35.53341472,89.59850972
6N5,E 34th St Heliport,40.74260167,106.02791694
6N7,New York Skyports Inc. SPB,40.73399083,106.02708361
6N8,Thomas County,41.96217028,79.4309861
6R3,Cleveland Municipal,30.35643,84.99198528
6R7,Old Harbor (New),57.21810306,26.7302506
6R9,Llano Municipal,30.78450278,81.33974917
6S0,Big Timber,45.80638889,70.0188889
6S2,Florence Muni,43.97901,55.8904369
6S3,Columbus,45.6291075,70.7492833
6S5,Ravalli County,46.25149444,65.8744597
6S8,Laurel Municipal,45.70308833,71.2389114
6V0,Edgemont Municipal,43.29525056,76.1564675
6V3,Tazewell County,37.06374667,98.20173056
6V4,Wall Municipal,43.99498861,77.7495633
6V6,Hopkins,38.23879833,71.4367403
70J,Cairo-Grady County,30.88797667,95.84526472
71J,Blackwell,31.43113889,94.38077778
72S,Rosalia Municipal,47.23683778,62.5789756
73C,Lancaster,42.78054722,89.31903972
73J,Beaufort County,32.4121375,99.36544917
74D,Marshall Cty,39.88083333,99.26422222
74S,Anacortes,48.4989925,57.3376044
74V,Roosevelt Municipal,40.27829167,69.9487381
75J,Turner County,31.68545833,96.36788806
76G,Marine City,42.72086583,97.40425306
77G,Marlette Township,43.31183,96.90908556
77S,Hobby,43.93206889,56.9932517
78D,Caro Municipal,43.45908333,96.55477778
79D,Philippi-Barbour County Regional,39.16620778,99.93741944
79J,Andalusia,31.30875278,93.60623917
79S,Fort Benton,47.84583333,69.3663889
7A0,Greensboro Municipal,32.68147222,92.33791667
7A2,Demopolis Municipal,32.46381944,92.04593611
7A3,Lanett Municipal,32.81204611,94.77041889
7A5,Roanoke Municipal,33.12928722,94.633385
7A8,Avery County/Morrison,35.94457028,98.00433056
7B2,La Fleur,42.32816806,107.38848333
7D2,Troy-Oakland,42.54294389,96.82209139
7F3,Caddo Mills Municipal,33.03622222,83.75686111
7F6,Clarksville-Red River County,33.59316472,84.93644472
7F7,Clifton Municipal,31.81682333,82.43303639
7F9,Comanche County-City,31.91681306,81.399675
7G0,Ledgedale Airpark,43.18118194,102.08637667
7G8,Geauga County,41.44960972,98.93707028
7I7,Bellefontaine Municipal,40.41208333,96.26313889
7K0,Pike County-Hatcher,37.56173889,97.43339306
7K2,Skagway SPB,59.44689528,44.6773367
7K4,Ohio County,37.45832417,93.15004806
7K8,Martin,42.45416111,83.52746889
7KA,Tatitlek,60.86890528,33.3135347
7M1,McGehee Municipal,33.62022111,88.63515944
7M3,Bearce,34.52926056,86.47286528
7M4,Osceola Municipal,35.69114639,89.98987972
7M5,Ozark-Franklin County,35.51069583,86.1606925
7M7,Piggott Municipal,36.37820556,89.83375833
7N0,New Orleans Downtown Heliport,29.95194444,89.91833333
7N1,Corning-Painted Post,42.17590722,102.88780722
7N7,Spitfire Aerodrome,39.73556333,104.60227889
7S0,Ronan,47.57076861,65.9032217
7S1,Twin Bridges,45.53325917,67.6908344
7S5,Independence State,44.86676444,56.8017525
7S6,White Sulphur Springs,46.50410722,69.0867333
7S7,Valier,48.29997583,67.7491289
7V1,Buena Vista Muni,38.81416194,73.8793061
7V7,Red Cloud Municipal,40.08473556,81.45938306
7W6,Hyde County,35.5623925,104.04481583
80F,Antlers Municipal,34.19260083,84.35014111
81B,Oxford County Regional,44.15742611,109.51870417
82C,Mauston-New Lisbon Union,43.83872167,89.86231611
82V,Pine Bluffs Municipal,41.15331528,75.8697708
83D,Mackinac County,45.89029056,95.26244917
84D,Cheyenne Eagle Butte,44.984375,78.7489583
84K,Meyers Chuck SPB,55.73963611,47.7449817
84R,Smithville Municipal,30.03048028,82.83312806
85V,Ganado,35.70140278,70.4896186
86F,Carnegie Municipal,35.12061417,81.4193825
87I,Yazoo County,32.883215,89.5363525
87Y,Blackhawk Airfield,43.10491444,90.81446167
88C,Palmyra Municipal,42.88355556,91.40256944
88J,Allendale County,32.99512944,98.72975417
88M,Eureka,48.96885444,64.9295536
89D,Kelleys Island Land,41.60282583,97.315375
8A0,Albertville Municipal,34.22910972,93.74424194
8A1,Guntersville Municipal,34.39944167,93.72983889
8A3,Livingston Municipal,36.41217389,94.68845139
8B0,Rangeley Municipal,44.991895,109.33537528
8D1,New Holstein Municipal,43.94424111,91.8865225
8D3,Sisseton Municipal,45.67079278,83.00380833
8D4,Sparta,43.12860833,94.32310222
8D7,Clark County,44.89570278,82.28808639
8D9,Howard Municipal,44.02914056,82.46215222
8F7,Decatur Municipal,33.25463889,82.41944444
8G2,Lawrence,41.90755611,100.35894917
8G6,Harrison County,40.23820667,98.98743083
8G7,Zelienople,40.80161944,99.83927111
8K8,Cimarron Municipal,37.83057667,79.6495778
8K9,Murphys Pullout SPB,55.38965028,48.2619258
8M1,Booneville-Baldwyn,34.58981806,91.35300139
8S1,Polson,47.69543861,65.8148822
8S2,Cashmere-Dryden,47.51484611,59.5151975
8S5,East Cooper,32.89783333,100.21713889
8U6,Terry,46.77917333,74.6952917
8U8,Townsend,46.33111111,68.5186111
8V2,Stuart-Atkinson Municipal,42.56250167,80.96212389
8Y2,Buffalo Municipal,45.15904694,86.15669639
91C,Sauk - Prairie,43.2969325,90.24404361
91F,Arrowhead,35.15426444,84.37973611
93B,Stonington,44.17508056,111.32136278
93C,Richland,43.28333333,89.70172222
93F,Mignon Laird Municipal,35.60393694,80.29656111
93Y,David City Municipal,41.23334583,82.88301889
94K,Cassville Municipal,36.69741667,86.09947222
95F,Cleveland Municipal,36.28340306,83.53581167
96D,Walhalla Municipal,48.94057222,82.097225
96Z,North Whale SPB,56.11631056,46.8782847
97M,Ekalaka,45.87791444,75.4624928
98D,Onida Municipal,44.70414917,79.8912647
99N,Bamburg County,33.30515528,98.89101083
99Y,Greeley Municipal,41.55834528,81.45381472
9A1,Covington Municipal,33.6324825,96.15044194
9A3,Chuathbaluk,61.58317306,20.7640333
9A4,Lawrence County,34.65938889,92.65116667
9A5,Barwick-LaFayette,34.68896917,94.70976667
9A6,Chester Municipal,34.78933333,98.80422222
9A8,Ugashik,57.5278675,22.6006944
9C8,Evart Municipal,43.8958525,94.72079139
9D0,Highmore Municipal,44.54165056,80.55377694
9D1,Gregory Municipal,43.22174722,80.5967
9D2,Harding County,45.58055222,76.4703644
9D7,Cando Municipal,48.4841675,80.76319611
9D9,Hastings Municipal,42.66361778,94.65374056
9G0,Buffalo Airfield,42.86200306,101.28341472
9G1,West Penn,40.60423333,100.17939389
9G3,Akron,43.02108667,101.51703222
9G5,Royalton,43.18200222,101.44219472
9G8,Ebensburg,40.46121083,101.22475611
9I0,Havana Regional,40.221155,89.97710639
9I3,West Liberty,37.91453139,96.74787889
9K2,Kokhanok,59.43264556,25.1972942
9K4,Skyhaven,38.7842425,86.19714583
9K7,Ellsworth Municipal,38.74750889,81.76938778
9K8,Kingman Municipal,37.66660278,81.87735278
9M4,Ackerman-Choctaw County,33.3034575,90.77159972
9M6,Kelly,32.84921361,88.59609389
9M8,Sheridan-Grant County Regional,34.32842917,87.64901417
9S2,Scobey,48.80772722,74.56053
9S4,Mineral County,47.16825944,65.1462589
9S5,Three Forks,45.87852778,68.4308611
9S7,Winifred,47.55164778,70.6223208
9S9,Lexington,45.45263139,60.3113639
9U0,Turner,48.85417361,71.5909786
9U3,Austin,39.46798056,62.8046297
9U4,Dixon,41.03829806,72.5027131
9V5,Modisett,42.73748639,77.5551053
9V6,Martin Municipal,43.16564083,78.2873047
9V9,Chamberlain Municipal,43.76612222,80.67866
9W7,Currituck County,36.39893194,103.98368889
A04,Centre Municipal,34.15987361,94.36487056
A14,Portage Creek,58.906485,22.2858922
A29,Sitka SPB,57.05213778,44.6537914
A30,Scott Valley,41.55819444,57.1446897
A32,Butte Valley,41.88709222,58.0244386
A61,Tuntutuliak,60.33534556,17.3329906
A63,Twin Hills,59.07562167,19.7269564
A79,Chignik Lake,56.25504722,21.2246386
A85,Kwigillingok,59.87644778,16.8324417
AAF,Apalachicola Municipal,29.72754583,94.97255222
AAO,Colonel James Jabara,37.74755556,82.77886111
AAS,Taylor County,37.35827778,94.69058333
AAT,Alturas Municipal,41.483,59.4346389
ABE,Lehigh Valley International,40.65236278,104.55959833
ABI,Abilene Regional,32.41132,80.31810278
ABO,Antonio (Nery) Juarbe Pol,18.45111111,113.32444444
ABQ,Albuquerque International,35.04022222,73.3908056
ABR,Aberdeen Regional,45.44905556,81.57816667
ABY,Southwest Georgia Regional,31.535515,95.80552667
ACB,Antrim County,44.98857611,94.801645
ACJ,Souther,32.11079917,95.81115194
ACK,Nantucket Memorial,41.25305194,109.93981861
ACQ,Waseca Municipal,44.07346389,86.44705639
ACT,Waco Regional,31.61128833,82.76948083
ACV,Arcata,40.97811528,55.8913811
ACY,Atlantic City International,39.45758333,105.42283333
ACZ,Henderson,34.71789028,101.99637556
ADC,Wadena Municipal,46.45026972,84.78904528
ADG,Lenawee County,41.86943667,95.92519472
ADH,Ada Municipal,34.80434056,83.3287225
ADK,Adak,51.87796389,3.3539694
ADM,Ardmore Municipal,34.30320667,82.98047833
ADQ,Kodiak,57.74996778,27.5061447
ADS,Addison,32.96855944,83.16355222
ADT,Atwood-Rawlins County City-County,39.84013889,78.9579722
ADU,Audubon Municipal,41.70137556,85.07945833
AEG,Double Eagle II,35.14515278,73.2048383
AEL,Albert Lea Municipal,43.68151278,86.63276222
AEX,Alexandria International,31.32737167,87.45144389
AFE,Kake,56.96048139,46.0917306
AFJ,Washington County,40.13648833,99.70979917
AFK,Nebraska City Municipal,40.60688889,84.13430556
AFM,Ambler,67.10610472,22.1463797
AFN,Jaffrey Municipal Silver Ranch,42.80513417,107.99697806
AFO,Afton Municipal,42.71124583,69.0578361
AFW,Fort Worth Alliance,32.98763889,82.68119444
AGC,Allegheny Cty,40.35440139,100.06983111
AGN,Angoon SPB,57.50355528,45.4149061
AGO,Magnolia Municipal,33.22802111,86.78303139
AGS,Bush,33.369955,98.03550389
AGZ,Wagner Municipal,43.06332694,81.70381028
AHH,Amery Municipal,45.28114833,87.62460778
AHN,Athens Municipal,33.94859528,96.67365306
AHP,Port Alexander SPB,56.24684222,45.3518461
AHQ,Wahoo Municipal,41.24133333,83.40597222
AIA,Alliance Municipal,42.05325,77.1962778
AID,Anderson Municipal,40.10862139,94.38700528
AIG,Langlade County,45.15419444,90.88927778
AIK,Aiken Municipal,33.64955556,98.31552778
AIO,Atlantic Municipal,41.40726722,84.95309361
AIT,Aitkin Municipal,46.5484225,86.3232
AIV,George Downer,33.10706889,91.80274833
AIY,Atlantic City Municipal,39.36002778,105.54391667
AIZ,Lee C Fine Memorial,38.096035,87.4505125
AJC,Chignik (Anchorage Bay),56.3114625,21.6267631
AJG,Mt Carmel Municipal,38.60654722,92.27330583
AJO,Corona Municipal,33.89765389,62.39756
AJR,Habersham County,34.50081944,96.44513
AK5,Perryville,55.90806056,20.8414219
AKA,Atka,52.22034833,5.7936497
AKH,Gastonia Municipal,35.20265944,98.8501325
AKI,Akiak,60.90481194,18.7729811
AKK,Akhiok,56.93869083,25.8174444
AKN,King Salmon,58.67680167,23.3507825
AKO,Akron-Washington Co,40.17563333,76.7779722
AKP,Anaktuvuk Pass,68.1343225,28.25832
AKR,Akron Fulton Intl.,41.0375,98.53306056
AKW,Klawock,55.57923333,46.9240028
AL08,Vaiden,32.51235611,92.61444528
ALB,Albany Cty,42.74811944,106.19702139
ALI,Alice International,27.74088889,81.97305556
ALM,Alamogordo-White Sands Regional,32.83994444,74.0094167
ALN,St. Louis Regional,38.89029083,89.95395694
ALO,Waterloo Municipal,42.55708139,87.59965639
ALS,San Luis Valley Regional/Bergman,37.43491667,74.1334444
ALW,Walla Walla Regional,46.09456167,61.7119633
ALX,Thomas C Russell,32.91475167,94.03704389
AMA,Amarillo International,35.2193725,78.2940728
AMG,Bacon County,31.53605556,97.49344444
AMN,Gratiot Community,43.3221425,95.31205083
AMT,Alexander Salamon,38.85148778,96.43372222
AMW,Ames Municipal,41.99206972,86.37819861
ANB,Anniston Metropolitan,33.58816667,94.14188889
ANC,Ted Stevens Anchorage International,61.17432028,30.0038144
AND,Anderson County,34.49494444,97.29097222
ANE,Anoka County,45.145,86.78861111
ANI,Aniak,61.58159694,20.4569572
ANQ,Steuben County-Tri State,41.63969833,94.91650667
ANV,Anvik,62.64858333,19.8101111
ANW,Ainsworth Municipal,42.57922222,80.00702778
ANY,Anthony Municipal,37.15852194,81.92035333
AOC,Arco-Butte County,43.60343056,66.6659028
AOH,Allen County,40.70694444,95.97333333
AOO,Altoona-Blair Cty,40.29637222,101.67997694
APA,Centennial,39.57012833,75.1507058
APC,Napa County,38.21319444,57.7193056
APF,Naples Municipal,26.15247222,98.22455556
APN,Alpena County Regional,45.0780675,96.43971417
APT,Marion County-Brown,35.06067778,94.41468333
APV,Apple Valley,34.57528944,62.8138208
AQC,Klawock SPB,55.5546575,46.8983072
AQH,Kwinhagak,59.75700722,18.1205211
AQT,Nuiqsut,70.20995278,28.9944389
AQW,Harriman And West,42.69591417,106.82961694
AQY,Girdwood,60.96609583,30.8742108
ARA,Acadiana Regional,30.03775833,88.11610389
ARB,Ann Arbor Municipal,42.22298361,96.25439278
ARC,Arctic Village,68.11608083,34.4238886
ARG,Walnut Ridge Regional,36.12534667,89.07538056
ARR,Aurora Municipal,41.77192944,91.52434083
ART,Watertown Intl,43.99192222,103.97826139
ARV,Lakeland,45.92792556,90.26905722
ASD,Slidell,30.345055,90.17921167
ASE,Aspen-Pitkin Co/Sardy,39.22316,73.131155
ASG,Springdale Municipal,36.17641056,85.88074167
ASH,Boire,42.78176306,108.48522056
ASJ,Tri-County,36.29752583,102.82914444
ASL,Marshall - Harrison County,32.5205,85.69222222
ASN,Talladega Municipal,33.56991111,93.94914167
AST,Astoria Regional,46.15797222,56.1213056
ASW,Warsaw Municipal,41.2747,94.15994444
ASX,John F Kennedy Memorial,46.54852806,89.08103361
ATA,Hall-Miller Municipal,33.101805,85.80467306
ATK,Atqasuk,70.46727611,22.5642639
ATL,William B Hartsfield-Atlanta Intl,33.64044444,95.57305556
ATS,Artesia Municipal,32.85252806,75.5323136
ATW,Outagamie County Regional,44.25740806,91.48052444
ATY,Watertown Municipal,44.91398056,82.84528056
AUG,Augusta State,44.32064972,110.20268194
AUH,Aurora Municipal,40.89413889,82.00544444
AUK,Alakanuk,62.68004417,15.3400747
AUM,Austin Municipal,43.66499083,87.066615
AUN,Auburn Municipal,38.95476944,58.9179194
AUO,Auburn-Opelik,32.61635417,94.56644056
AUS,Austin-Bergstrom International,30.19453278,82.33012806
AUW,Wausau Municipal,44.92847222,90.37338889
AVC,Mecklenburg-Brunswick Regional,36.68827778,101.94552778
AVK,Alva Regional,36.77317,81.33005389
AVL,Asheville Regional,35.43619444,97.45819444
AVO,Avon Park Municipal,27.591145,98.47214667
AVP,Wilkes-Barre/Scranton Intl,41.33814944,104.2757325
AVQ,Marana Northwest Regional,32.40939028,68.7814914
AVX,Catalina,33.40494444,61.5841389
AWG,Washington Municipal,41.27610083,88.32655611
AWI,Wainwright,70.638,20.00525
AWM,West Memphis Municipal,35.13505861,89.76555361
AWO,Arlington Municipal,48.16074833,57.8409792
AXA,Algona Municipal,43.07791056,85.72800722
AXN,Chandler,45.86629833,84.60533194
AXS,Altus Municipal,34.69878194,80.6619
AXV,Neil Armstrong,40.49338889,95.70105556
AXX,Angel Fire,36.42240972,74.7107033
AYS,Waycross-Ware County,31.24905556,97.60469444
AZC,Colorado City Municipal,36.95994444,66.9861111
AZE,Hazelhurst,31.88465639,97.35261222
AZO,Kalamazoo County,42.234875,94.4479425
B01,Granville,43.42507111,106.73794694
B08,Silver Springs,39.40324917,60.7481708
B16,Whitford,43.08027611,103.46162444
B19,Biddeford Municipal,43.46411111,109.52761111
B21,Sugarloaf Regional,45.08616639,109.78382222
BAF,Barnes Municipal,42.15773111,107.28437972
BAK,Columbus Municipal,39.26191861,94.10365444
BAM,Battle Mountain,40.59904583,63.1256642
BAX,Huron County Memorial,43.78091667,97.01433333
BAZ,New Braunfels Municipal,29.7045,81.95777778
BBB,Benson Municipal,45.3319325,84.349435
BBD,Curtis,31.17816667,80.67536111
BBP,Marlboro County,34.62170861,100.26564056
BBW,Broken Bow Municipal,41.43645056,80.35783139
BCB,Virginia Tech,37.20782361,99.59167222
BCE,Bryce Canyon,37.70637111,67.8545275
BCK,Black River Falls Area,44.25073861,89.14471972
BCT,Boca Raton,26.37848667,99.89230333
BCV,Birchwood,61.41612444,30.49112
BDE,Baudette International,48.72741667,85.38969444
BDG,Blanding Muni,37.58303472,70.5167111
BDL,Bradley International,41.93887417,107.31677167
BDQ,Morrilton Municipal,35.13619528,87.28650278
BDR,Igor I Sikorsky Memorial,41.16348417,106.87382139
BDX,Broadus,45.433325,74.5827867
BED,Laurence G Hanscom,42.46995306,108.71097
BEH,Southwest Michigan Regional,42.12858333,93.5715
BET,Bethel,60.77977639,18.1620025
BFD,Bradford Reg,41.80306778,101.35987917
BFF,Scotts Bluff County,41.87402778,76.4043611
BFI,Boeing Field/King County Intl,47.52998917,57.6980439
BFK,Buffalo Municipal,36.86330139,80.38126944
BFL,Meadows,35.43359806,60.9432319
BFM,Mobile Downtown,30.62646944,91.93200139
BFR,Virgil I Grissom Municipal,38.84003306,93.55463639
BFW,Silver Bay Municipal,47.24902778,88.58441667
BGD,Hutchinson County,35.70004194,78.6059464
BGE,Decatur County Industrial Airpark,30.97152778,95.36255556
BGF,Winchester Municipal,35.17753417,93.93383278
BGM,Binghamton Regional,42.20848278,104.02038639
BGQ,Big Lake Strip Nr 2,61.53556806,30.1861025
BGR,Bangor International,44.80744444,111.17186111
BHB,Hancock Co-Bar Harbor,44.44969444,111.6385
BHC,Baxley Municipal,31.71383333,97.60622222
BHK,Baker Muni,46.34763639,75.7405525
BHM,Birmingham International,33.56294306,93.24645028
BID,Block Island State,41.16811889,108.42215833
BIE,Beatrice Municipal,40.30127778,83.24588889
BIG,Allen AAF,63.99454722,34.2783583
BIH,Bishop,37.37309556,61.6363911
BIL,Billings Logan Intl,45.8076625,71.4571389
BIS,Bismarck Municipal,46.77411111,79.2532778
BIV,Tulip City,42.74316667,93.89497222
BJC,Jeffco,39.90878667,74.8827842
BJI,Bemidji-Beltrami County,47.50942417,85.06627667
BJJ,Wayne County,40.87480556,98.11175
BKD,Breckenridge Stephens County,32.71904694,81.10900028
BKE,Baker City Municipal,44.83733333,62.1909167
BKL,Burke Lakefront,41.5175,98.31666667
BKV,Hernando County,28.47359722,97.54457861
BKW,Raleigh Cty Memorial,37.78732833,98.87583583
BKX,Brookings Municipal,44.30483333,83.18305556
BLF,Mercer Cty,37.29579944,98.79230944
BLH,Blythe,33.61916278,65.2831236
BLI,Bellingham Intl,48.79275,57.4624722
BLM,Allaire Arpt,40.18691806,105.87511306
BLV,Scott AFB/MidAmerica,38.54517861,90.16481556
BMC,Brigham City,41.55239139,67.9377375
BMG,Monroe County,39.14602139,93.38331722
BMI,Central Illinois Regional,40.47798556,91.08404722
BML,Berlin Municipal,44.57537278,108.82406833
BMQ,Burnet Muni-Kate Craddock,30.73894444,81.76141667
BMT,Beaumont Municipal,30.07044111,85.78446194
BNA,Nashville International,36.12447667,93.32181778
BNF,Baranof Warm Springs SPB,57.08882583,45.1668586
BNG,Banning Municipal,33.92307111,63.1494244
BNL,Barnwell County,33.25777778,98.61166667
BNO,Burns Muni,43.59212778,61.0450211
BNW,Boone Municipal,42.04956944,86.15242778
BOI,Boise Air Terminal,43.56444444,63.7772222
BOK,Brookings,42.07455556,55.7099061
BOS,Gen Edw L Logan Intl,42.3643475,108.99482083
BOW,Bartow Municipal,27.9433575,98.21655833
BPI,Big Piney-Marbleton,42.58506972,69.8888469
BPK,Baxter County Regional,36.36894194,87.52947194
BPT,Southeast Texas Regional,29.95083333,85.97930556
BQK,Glynco Jetport,31.25902778,98.53369444
BQN,Rafael Hernandez,18.49486111,112.87055556
BRD,Brainerd-Crow Wing County Regional,46.39785806,85.8627725
BRL,Burlington Municipal,40.783225,88.87449444
BRO,Brownsville/S.Padre Island International,25.90683333,82.57413889
BRW,Wiley Post Will Rogers Memorial,71.2854475,23.2339981
BRY,Samuels,37.81432167,94.50036194
BST,Belfast Municipal,44.40966667,110.98775
BTI,Barter Island,70.13390278,36.4229556
BTL,W K Kellogg Regional,42.30727806,94.74852028
BTM,Bert Mooney,45.95479528,67.50254
BTN,Britton Municipal,45.81522222,82.25686111
BTP,Butler Cty,40.77692611,100.05027583
BTR,"Baton Rouge Metropolitan, Ryan",30.53316083,88.85036556
BTT,Bettles,66.91528667,28.4719444
BTV,Burlington International,44.47300361,106.8496875
BTY,Beatty,36.86105722,63.2129964
BUB,Cram,41.77669444,80.85025
BUF,Buffalo Niagara Intl,42.94052472,101.26783333
BUM,Butler Memorial,38.28977028,85.65987306
BUR,Burbank-Glendale-Pasadena,34.20061917,61.6415031
BUY,Burlington Municipal,36.04854333,100.52511306
BVI,Beaver County,40.77248083,99.60857444
BVK,Buckland,65.98228611,18.8480222
BVN,Albion Municipal,41.72857778,81.94424028
BVO,Bartlesville Municipal,36.76247611,83.98884833
BVS,Skagit Regional/Bay View,48.47088889,57.5791389
BVX,Batesville Regional,35.726105,88.35263917
BVY,Beverly Municipal,42.58417111,109.08348167
BWC,Brawley Municipal,32.9931,64.4830675
BWD,Brownwood Municipal,31.79362222,81.04350472
BWG,Bowling Green-Warren County,36.96451667,93.58032083
BWI,Baltimore-Washington International,39.17540167,103.33180167
BWP,Harry Stern,46.24640083,83.3943175
BXA,George R Carr Memorial,30.81368639,90.13503556
BXG,Burke County,33.04093056,97.99602083
BXK,Buckeye Municipal,33.42088556,67.3137
BYA,Boundary,64.07830278,38.886625
BYG,Johnson County,44.38108528,73.2782103
BYI,Burley Municipal,42.54260361,66.2284558
BZN,Gallatin,45.77690139,68.8469928
C00,Mercer County,41.248645,89.26291639
C05,Chenega Bay,60.07730556,32.0081111
C09,Morris Municipal,41.42541667,91.58130556
C15,Pekin Municipal,40.48820611,90.32408917
C17,Marion,42.03111083,88.47065778
C18,Frankfort,41.4775,92.15952778
C25,Waverly Municipal,42.7419525,87.49206472
C29,Morey,43.11424444,90.46926778
C34,Gibson City Municipal,40.48578389,91.7327275
C35,Reedsburg Municipal,43.52589944,90.01677806
C47,Portage Municipal,43.5600925,90.51690722
C52,Burlington Municipal,42.69056389,91.69536
C56,Sanger,41.37756167,92.31862472
C62,Kendallville Municipal,41.47271639,94.73919167
C65,Plymouth Municipal,41.36513333,93.69949583
C66,Monmouth Municipal,40.92970444,89.36889278
C71,Crosby Municipal,31.29600472,88.94711833
C73,Dixon Muni-Charles R Walgreen,41.83369889,90.55378667
C75,Marshall County,41.01928583,90.61357778
C77,Poplar Grove,42.32268639,91.16348167
C80,New Coalinga Municipal,36.16313889,59.7061861
C81,Campbell,42.32461111,91.92591194
C83,Byron,37.8284525,58.3741781
C91,Dowagiac Municipal,41.99293417,93.8719875
CAD,Wexford County,44.27531333,94.58107306
CAE,Columbia Metropolitan,33.93884,98.88046056
CAG,Craig-Moffat,40.49522139,72.4783533
CAK,Akron-Canton Regional,40.91631194,98.55753444
CAO,Clayton Municipal Airpark,36.44585972,76.8453417
CAR,Caribou Municipal,46.8715,111.98208333
CAV,Clarion Municipal,42.74194389,86.24109056
CBE,Cumberland Regional,39.61541667,101.23913639
CBF,Council Bluffs Municipal,41.25947222,84.24002778
CBG,Cambridge Municipal,45.55854639,86.73535639
CBK,Shaltz,39.42753083,78.9534281
CCB,Cable,34.11154056,62.3124103
CCO,Newnan-Coweta County,33.31208333,95.22972222
CCR,Buchanan,37.98965639,57.9431028
CCY,Charles City Municipal,43.07260861,87.38922167
CDB,Cold Bay,55.20559972,17.2757372
CDC,Cedar City Muni,37.70097028,66.901425
CDH,Harrell,33.62279917,87.23660472
CDI,Cambridge Municipal,39.97504417,98.42240472
CDK,George T Lewis,29.137745,96.95015639
CDN,Woodward,34.28358333,99.43513889
CDR,Chadron Municipal,42.83755556,76.9045833
CDV,Merle K (Mudhole) Smith,60.49183389,34.5223497
CDW,Essex Cty Arpt,40.87522278,105.71864333
CEC,Jack McNamara,41.78015722,55.7634667
CEF,Westover AFB,42.19826389,107.46574167
CEK,Crete Municipal,40.61791667,83.07511111
CEM,Central,65.57380667,35.2167092
CEU,Oconee County Regional,34.67205556,97.11355556
CEV,Mettel,39.69803139,94.86875472
CEW,Bob Sikes,30.77883333,93.47788889
CEY,Kyle-Oakley,36.66458333,91.62722278
CEZ,Cortez Muni,37.30299778,71.3719342
CFD,Coulter,30.71569444,83.66863889
CFJ,Crawfordsville Municipal,39.97562861,93.08013639
CFK,Chefornak,60.14922556,15.7143675
CFT,Greenlee County,32.95284306,70.7896547
CFV,Coffeyville Municipal,37.0940475,84.42810583
CGA,Craig SPB,55.47883139,46.8521989
CGC,Crystal River,28.86727778,97.42869444
CGE,Cambridge-Dorchester,38.53930556,103.96963889
CGF,Cuyahoga County,41.56512389,98.51364611
CGI,Cape Girardeau Municipal,37.22531694,90.42924833
CGS,College Park,38.98058333,103.07769444
CGX,Chicago Meigs,41.85884389,92.39208833
CGZ,Casa Grande Municipal,32.95488889,68.2331667
CHA,Lovell,35.03526833,94.79621222
CHD,Chandler Municipal,33.26908333,68.1888611
CHK,Chickasha Municipal,35.09614694,82.03381639
CHO,Charlottesville-Albermarle,38.13863889,101.54713889
CHP,Circle Hot Springs,65.48547222,35.3892164
CHS,Charleston AFB/International,32.89864639,99.95949417
CHT,Chillicothe Municipal,39.78215278,86.50431944
CHU,Houston County,43.59635861,88.49605361
CIC,Chico Municipal,39.79538278,58.1415769
CID,Eastern Iowa,41.88458833,88.28912778
CII,Choteau,47.82528056,67.8337864
CIK,Chalkyitsik,66.64969083,36.2640508
CIN,Arthur N Neu,42.04619444,85.211
CIR,Cairo,37.06447222,90.78038889
CIU,Chippewa County International,46.25075194,95.52761472
CJR,Culpeper Regional,38.5267075,102.14114472
CJX,Crooked Creek,61.86902194,21.8628822
CKB,Benedum,39.29663889,99.77191667
CKC,Grand Marais/Cook County,47.83830556,89.61686111
CKF,Crisp County - Cordele,31.98883333,96.22608333
CKI,Williamsburg County,33.71722222,100.14302778
CKM,Fletcher,34.29971,89.48768389
CKN,Crookston Muni Kirkwood,47.84169417,83.37837972
CKP,Cherokee Municipal,42.73147222,84.44386111
CKU,Cordova Muni,60.54390333,34.2732958
CKV,Outlaw,36.62188083,92.58504639
CKX,Chicken,64.07133833,38.0477208
CLD,MC Clellan-Palomar Airport,33.127231,62.721273
CLE,Cleveland-Hopkins Intl,41.41089417,98.15060333
CLI,Clintonville Municipal,44.61381306,91.26873333
CLK,Clinton Municipal,35.53832778,81.067305
CLL,Easterwood,30.58858944,83.63617583
CLM,William R Fairchild Intl,48.12019444,56.5003056
CLP,Clarks Point,58.84230472,21.4547669
CLS,Chehalis-Centralia,46.67649194,57.0207033
CLT,Charlotte/Douglas International,35.21401111,99.05687417
CLW,Clearwater Air Park,27.97668639,97.24125972
CMA,Camarillo,34.21375472,60.9056736
CMH,Port Columbus Intl,39.99798528,97.10811722
CMI,University of Illinois-Willard,40.03925,91.72194444
CMX,Houghton County Memorial,47.16841722,91.51093917
CMY,Sparta/Fort McCoy,43.95834806,89.2621025
CNC,Chariton Municipal,41.01962389,86.64031972
CNH,Claremont Municipal,43.37043194,107.63132333
CNK,Blosser Municipal,39.54925139,82.34768333
CNM,Cavern City Air Terminal,32.33747222,75.7367222
CNO,Chino,33.97469444,62.3633889
CNP,Billy G Ray,41.07747222,77.5359444
CNU,Chanute Martin Johnson,37.66879722,84.51493556
CNW,TSTC-Waco,31.63783139,82.92586111
